@relation R_data_frame

@attribute Species string
@attribute chromogram_0_0 numeric
@attribute chromogram_1_0 numeric
@attribute chromogram_2_0 numeric
@attribute chromogram_3_0 numeric
@attribute chromogram_4_0 numeric
@attribute chromogram_5_0 numeric
@attribute chromogram_6_0 numeric
@attribute chromogram_7_0 numeric
@attribute chromogram_8_0 numeric
@attribute chromogram_9_0 numeric
@attribute chromogram_10_0 numeric
@attribute chromogram_11_0 numeric
@attribute chromogram_0_1 numeric
@attribute chromogram_1_1 numeric
@attribute chromogram_2_1 numeric
@attribute chromogram_3_1 numeric
@attribute chromogram_4_1 numeric
@attribute chromogram_5_1 numeric
@attribute chromogram_6_1 numeric
@attribute chromogram_7_1 numeric
@attribute chromogram_8_1 numeric
@attribute chromogram_9_1 numeric
@attribute chromogram_10_1 numeric
@attribute chromogram_11_1 numeric
@attribute chromogram_0_2 numeric
@attribute chromogram_1_2 numeric
@attribute chromogram_2_2 numeric
@attribute chromogram_3_2 numeric
@attribute chromogram_4_2 numeric
@attribute chromogram_5_2 numeric
@attribute chromogram_6_2 numeric
@attribute chromogram_7_2 numeric
@attribute chromogram_8_2 numeric
@attribute chromogram_9_2 numeric
@attribute chromogram_10_2 numeric
@attribute chromogram_11_2 numeric
@attribute chromogram_0_3 numeric
@attribute chromogram_1_3 numeric
@attribute chromogram_2_3 numeric
@attribute chromogram_3_3 numeric
@attribute chromogram_4_3 numeric
@attribute chromogram_5_3 numeric
@attribute chromogram_6_3 numeric
@attribute chromogram_7_3 numeric
@attribute chromogram_8_3 numeric
@attribute chromogram_9_3 numeric
@attribute chromogram_10_3 numeric
@attribute chromogram_11_3 numeric
@attribute chromogram_0_4 numeric
@attribute chromogram_1_4 numeric
@attribute chromogram_2_4 numeric
@attribute chromogram_3_4 numeric
@attribute chromogram_4_4 numeric
@attribute chromogram_5_4 numeric
@attribute chromogram_6_4 numeric
@attribute chromogram_7_4 numeric
@attribute chromogram_8_4 numeric
@attribute chromogram_9_4 numeric
@attribute chromogram_10_4 numeric
@attribute chromogram_11_4 numeric
@attribute chromogram_0_5 numeric
@attribute chromogram_1_5 numeric
@attribute chromogram_2_5 numeric
@attribute chromogram_3_5 numeric
@attribute chromogram_4_5 numeric
@attribute chromogram_5_5 numeric
@attribute chromogram_6_5 numeric
@attribute chromogram_7_5 numeric
@attribute chromogram_8_5 numeric
@attribute chromogram_9_5 numeric
@attribute chromogram_10_5 numeric
@attribute chromogram_11_5 numeric
@attribute chromogram_0_6 numeric
@attribute chromogram_1_6 numeric
@attribute chromogram_2_6 numeric
@attribute chromogram_3_6 numeric
@attribute chromogram_4_6 numeric
@attribute chromogram_5_6 numeric
@attribute chromogram_6_6 numeric
@attribute chromogram_7_6 numeric
@attribute chromogram_8_6 numeric
@attribute chromogram_9_6 numeric
@attribute chromogram_10_6 numeric
@attribute chromogram_11_6 numeric
@attribute chromogram_0_7 numeric
@attribute chromogram_1_7 numeric
@attribute chromogram_2_7 numeric
@attribute chromogram_3_7 numeric
@attribute chromogram_4_7 numeric
@attribute chromogram_5_7 numeric
@attribute chromogram_6_7 numeric
@attribute chromogram_7_7 numeric
@attribute chromogram_8_7 numeric
@attribute chromogram_9_7 numeric
@attribute chromogram_10_7 numeric
@attribute chromogram_11_7 numeric
@attribute chromogram_0_8 numeric
@attribute chromogram_1_8 numeric
@attribute chromogram_2_8 numeric
@attribute chromogram_3_8 numeric
@attribute chromogram_4_8 numeric
@attribute chromogram_5_8 numeric
@attribute chromogram_6_8 numeric
@attribute chromogram_7_8 numeric
@attribute chromogram_8_8 numeric
@attribute chromogram_9_8 numeric
@attribute chromogram_10_8 numeric
@attribute chromogram_11_8 numeric
@attribute chromogram_0_9 numeric
@attribute chromogram_1_9 numeric
@attribute chromogram_2_9 numeric
@attribute chromogram_3_9 numeric
@attribute chromogram_4_9 numeric
@attribute chromogram_5_9 numeric
@attribute chromogram_6_9 numeric
@attribute chromogram_7_9 numeric
@attribute chromogram_8_9 numeric
@attribute chromogram_9_9 numeric
@attribute chromogram_10_9 numeric
@attribute chromogram_11_9 numeric
@attribute chromogram_0_10 numeric
@attribute chromogram_1_10 numeric
@attribute chromogram_2_10 numeric
@attribute chromogram_3_10 numeric
@attribute chromogram_4_10 numeric
@attribute chromogram_5_10 numeric
@attribute chromogram_6_10 numeric
@attribute chromogram_7_10 numeric
@attribute chromogram_8_10 numeric
@attribute chromogram_9_10 numeric
@attribute chromogram_10_10 numeric
@attribute chromogram_11_10 numeric
@attribute chromogram_0_11 numeric
@attribute chromogram_1_11 numeric
@attribute chromogram_2_11 numeric
@attribute chromogram_3_11 numeric
@attribute chromogram_4_11 numeric
@attribute chromogram_5_11 numeric
@attribute chromogram_6_11 numeric
@attribute chromogram_7_11 numeric
@attribute chromogram_8_11 numeric
@attribute chromogram_9_11 numeric
@attribute chromogram_10_11 numeric
@attribute chromogram_11_11 numeric
@attribute chromogram_0_12 numeric
@attribute chromogram_1_12 numeric
@attribute chromogram_2_12 numeric
@attribute chromogram_3_12 numeric
@attribute chromogram_4_12 numeric
@attribute chromogram_5_12 numeric
@attribute chromogram_6_12 numeric
@attribute chromogram_7_12 numeric
@attribute chromogram_8_12 numeric
@attribute chromogram_9_12 numeric
@attribute chromogram_10_12 numeric
@attribute chromogram_11_12 numeric
@attribute spec_centr_0 numeric
@attribute spec_centr_1 numeric
@attribute spec_centr_2 numeric
@attribute spec_centr_3 numeric
@attribute spec_centr_4 numeric
@attribute spec_centr_5 numeric
@attribute spec_centr_6 numeric
@attribute spec_centr_7 numeric
@attribute spec_centr_8 numeric
@attribute spec_centr_10 numeric
@attribute spec_centr_11 numeric
@attribute spec_centr_12 numeric

@data
Hirundo_rustica,0.013347,0.013235,0.025898,0.115958,0.054928,0.006339,0.018629,0.030043,0.17258,1,0.510587,0.043357,0.033915,0.028356,0.020936,0.065409,0.047677,0.011461,0.015744,0.037572,0.327106,1,0.267514,0.02109,0.03255,0.025493,0.008287,0.032425,0.045234,0.009166,0.007662,0.040344,0.66595,1,0.08825,0.01142,0.011763,0.018545,0.00878,0.063674,0.05562,0.004168,0.002552,0.069832,1,0.909237,0.045073,0.00488,0.042728,0.06879,0.051732,0.035993,0.022392,0.009908,0.015542,0.129197,1,0.590126,0.060477,0.037501,0.508133,0.801581,0.546618,0.150228,0.165935,0.126961,0.175841,0.412572,1,0.724098,0.5595,0.57079,0.697213,0.280813,0.243243,0.121916,0.324769,0.175843,0.141638,0.304998,0.340454,0.365581,0.592118,1,0.764721,0.154239,0.128771,0.07994,0.44754,0.193454,0.095374,0.107592,0.356509,0.947209,0.468557,1,0.046495,0.023615,0.008312,0.006897,0.04108,0.023415,0.008115,0.019497,0.263275,1,0.130344,0.05136,0.008089,0.00571,0.001065,0.003583,0.016187,0.010537,0.004867,0.030272,0.347683,1,0.12759,0.00342,0.21886,0.122324,0.007389,0.006789,0.021837,0.016675,0.016368,0.094259,0.658557,1,0.146792,0.059232,1,0.476504,0.02517,0.007222,0.014747,0.011503,0.017319,0.118681,0.830025,0.925819,0.351497,0.335786,0.503703,0.192392,0.014588,0.005087,0.007451,0.009509,0.024645,0.117949,0.931029,1,0.348985,0.222392,2204.879246,2253.636387,2261.405137,2251.170194,2514.691078,2631.092648,2507.32877,2342.106778,2218.508431,2111.894028,2258.92969,2310.934459
Hirundo_rustica,0.010375,0.013176,0.015487,0.094154,0.09804,0.024092,0.020111,0.041033,0.104804,0.869238,1,0.080119,0.026754,0.03875,0.018882,0.052428,0.064367,0.022266,0.013156,0.034274,0.169508,1,0.550165,0.035492,0.019956,0.028462,0.008634,0.016355,0.043771,0.013525,0.004448,0.019585,0.25716,1,0.186455,0.011646,0.006881,0.015253,0.009391,0.029294,0.062628,0.007534,0.001602,0.018666,0.495816,1,0.113495,0.004315,0.042114,0.072804,0.076683,0.036629,0.03424,0.013225,0.01502,0.061071,0.804305,1,0.117367,0.054163,0.566655,0.79715,0.859265,0.201811,0.197167,0.173211,0.160333,0.394154,0.902984,1,0.569477,0.768442,1,0.279286,0.295548,0.128169,0.2792,0.285402,0.112088,0.287185,0.312608,0.379723,0.526482,0.869949,1,0.220475,0.129625,0.074185,0.335395,0.327163,0.078039,0.107779,0.206252,0.958453,0.590938,0.662364,0.050974,0.0305,0.010129,0.005284,0.028943,0.035052,0.007229,0.015329,0.11196,1,0.368568,0.039287,0.006245,0.007569,0.001624,0.001775,0.011749,0.014465,0.003968,0.017236,0.185879,1,0.374277,0.005963,0.177273,0.184909,0.020722,0.003129,0.01669,0.017152,0.012573,0.045074,0.37599,1,0.31715,0.042371,0.8138,0.712789,0.072121,0.005163,0.013075,0.012576,0.015981,0.063202,0.52292,1,0.489156,0.227059,0.386013,0.270534,0.031771,0.00486,0.006413,0.010736,0.027533,0.075111,0.53676,1,0.497331,0.148563,2272.572094,2262.061927,2261.408833,2252.754226,2522.356707,2629.674484,2503.117893,2336.215557,2213.873326,2117.942507,2250.406717,2260.647962
Hirundo_rustica,0.960176,0.225799,0.146876,0.024685,0.009198,0.003121,0.005659,0.01315,0.0228,0.049107,0.093439,1,1,0.568255,0.315995,0.053545,0.004757,0.001425,0.001661,0.004137,0.007644,0.022035,0.041005,0.512296,0.49609,0.754662,1,0.356078,0.059861,0.005487,0.000783,0.001212,0.002019,0.006402,0.010673,0.15866,0.239804,0.497573,1,0.58603,0.192062,0.014529,0.00252,0.004712,0.039616,0.058992,0.011893,0.090499,0.038879,0.056641,0.039351,0.04005,0.025628,0.015087,0.007916,0.029822,0.308792,1,0.321721,0.022576,0.003243,0.001738,0.001493,0.001987,0.018145,0.04228,0.01142,0.038462,0.23715,1,0.753006,0.088209,0.007255,0.002846,0.001174,0.001052,0.01148,0.04474,0.017743,0.035341,0.151278,0.576507,1,0.18917,0.739427,0.587028,0.095519,0.015114,0.010231,0.026061,0.018673,0.044895,0.150266,0.761911,1,0.391629,0.694946,1,0.478816,0.103718,0.006879,0.015807,0.016725,0.065043,0.179392,0.771686,0.507826,0.231679,0.148478,0.349579,0.441762,0.14343,0.00364,0.006445,0.01102,0.041559,0.232466,1,0.520708,0.080612,0.162971,0.311652,0.221231,0.08733,0.004167,0.007209,0.016651,0.066024,0.377792,1,0.549592,0.174158,0.190013,0.070992,0.042264,0.024805,0.011467,0.00859,0.010116,0.015661,0.031812,0.121501,0.751851,1,0.251166,0.052449,0.04314,0.02501,0.01397,0.011699,0.012967,0.018095,0.030622,0.084507,0.631837,1,2262.885031,2226.544928,2322.262361,2418.525866,2316.294061,2188.22935,2148.811975,2223.342467,2262.616571,2236.170622,2240.018613,2261.064933
Hirundo_rustica,0.259949,0.130619,0.036337,0.010743,0.00239,0.002144,0.006992,0.012651,0.029421,0.044611,0.346715,1,0.696484,0.448681,0.139027,0.010546,0.001769,0.001207,0.002995,0.005495,0.016606,0.027499,0.207747,1,0.653944,1,0.720696,0.107819,0.016499,0.001348,0.000969,0.001596,0.005172,0.007062,0.061607,0.408353,0.44739,0.837347,1,0.316226,0.052947,0.003622,0.003994,0.023431,0.090606,0.028217,0.04173,0.208873,0.064072,0.040081,0.045604,0.030987,0.023127,0.009345,0.017825,0.151171,1,0.772038,0.069813,0.028455,0.001836,0.00126,0.001561,0.006815,0.039538,0.022267,0.014406,0.119814,0.675177,1,0.255758,0.008306,0.005047,0.00149,0.001162,0.003908,0.034285,0.032884,0.016784,0.094946,0.347621,1,0.498227,0.021518,0.771549,0.221807,0.02803,0.00908,0.018415,0.022661,0.02874,0.086141,0.437938,1,0.502777,0.566863,1,0.653887,0.241422,0.013983,0.010887,0.016733,0.037799,0.113202,0.513779,0.760017,0.220331,0.451676,0.333978,0.441538,0.361128,0.01615,0.004417,0.010225,0.027862,0.125223,0.806881,1,0.140587,0.108176,0.38852,0.240195,0.204813,0.012855,0.005582,0.015678,0.044215,0.231102,1,0.928542,0.323329,0.144662,0.300342,0.05444,0.036023,0.02466,0.01511,0.012796,0.015625,0.025969,0.062608,0.326807,1,0.683737,0.453631,0.057181,0.035562,0.034696,0.022318,0.01865,0.020404,0.029043,0.050979,0.19274,0.700535,1,2194.337675,2213.94945,2325.244984,2419.66015,2311.745107,2185.420047,2150.301887,2225.445219,2262.739556,2235.88778,2303.536213,2356.985935
Hirundo_rustica,0.541105,0.152766,0.06583,0.012429,0.005819,0.002689,0.006757,0.013578,0.020586,0.040712,0.128994,1,1,0.614599,0.288982,0.033693,0.003866,0.001548,0.002466,0.005386,0.010883,0.027053,0.076735,0.826207,0.567454,0.890321,1,0.228863,0.044616,0.003278,0.000769,0.001443,0.0029,0.006927,0.020044,0.261807,0.304706,0.554094,1,0.415876,0.127987,0.007157,0.003246,0.008921,0.073991,0.060988,0.015212,0.128851,0.045719,0.043934,0.036307,0.030713,0.023057,0.012662,0.009896,0.05393,0.525016,1,0.190756,0.018382,0.002026,0.001186,0.001349,0.002337,0.025672,0.033945,0.008165,0.061722,0.337277,1,0.498404,0.033943,0.009439,0.003196,0.001501,0.001737,0.022288,0.050057,0.014932,0.067219,0.250606,0.926164,1,0.099661,0.93786,0.510276,0.06963,0.012881,0.013088,0.027773,0.021641,0.065245,0.262638,1,0.818247,0.454266,0.955326,1,0.440208,0.055089,0.00749,0.019128,0.024279,0.093506,0.312284,0.980299,0.393136,0.316731,0.195616,0.330038,0.391203,0.057771,0.002335,0.007033,0.013574,0.056845,0.369794,1,0.28398,0.072083,0.261334,0.27878,0.208273,0.038286,0.0039,0.009642,0.021981,0.105797,0.578473,1,0.453072,0.163927,0.466919,0.152157,0.058208,0.048203,0.026383,0.019979,0.023147,0.033127,0.062351,0.230956,1,0.744868,0.948925,0.272153,0.092764,0.090013,0.052051,0.040724,0.045356,0.060338,0.097586,0.267428,1,0.923844,2226.712457,2220.583038,2327.35704,2420.232578,2308.53208,2183.437796,2151.357267,2226.936636,2262.826534,2235.648438,2318.306188,2353.425264
Hirundo_rustica,0.255179,0.105229,0.039791,0.012739,0.00534,0.004281,0.007191,0.012359,0.025015,0.043729,0.350131,1,0.717172,0.472705,0.155094,0.012136,0.002396,0.00159,0.003017,0.005418,0.015861,0.027204,0.203701,1,0.641325,1,0.744194,0.113969,0.017736,0.001389,0.000947,0.001571,0.00494,0.006771,0.057896,0.391086,0.447187,0.816217,1,0.324073,0.055576,0.003897,0.004426,0.026432,0.108082,0.034695,0.040693,0.208057,0.059356,0.036563,0.041506,0.0287,0.02375,0.009715,0.017634,0.148412,1,0.806129,0.076325,0.02652,0.001646,0.001162,0.001454,0.006494,0.039367,0.022942,0.013981,0.116663,0.651368,1,0.266719,0.008669,0.006279,0.001662,0.001234,0.003735,0.033197,0.03312,0.016595,0.092948,0.341517,1,0.51296,0.024002,0.832581,0.249852,0.031912,0.009501,0.018428,0.023133,0.029842,0.088537,0.440818,1,0.51035,0.594025,1,0.673693,0.257457,0.014843,0.010743,0.016938,0.037732,0.114316,0.523852,0.791849,0.222562,0.441883,0.320192,0.427407,0.361539,0.016621,0.004212,0.010002,0.027236,0.123352,0.797093,1,0.140882,0.103507,0.403136,0.241617,0.202922,0.013522,0.005835,0.016187,0.044868,0.231969,1,0.957707,0.36926,0.154705,0.120119,0.045814,0.032103,0.02206,0.012604,0.010782,0.013616,0.020952,0.048151,0.289771,1,0.402179,0.155059,0.054236,0.037069,0.031872,0.018883,0.016206,0.019168,0.025929,0.046996,0.25515,1,0.533154,2262.679793,2228.158786,2328.198343,2420.427717,2307.256307,2182.650708,2151.773406,2227.531212,2262.860295,2235.547902,2292.136214,2324.042063
Hirundo_rustica,0.6675,0.151389,0.063749,0.013553,0.004793,0.001997,0.003821,0.011954,0.016665,0.047219,0.129967,1,1,0.627583,0.329557,0.045601,0.004392,0.001461,0.001753,0.004566,0.008645,0.025358,0.061676,0.696553,0.497321,0.810856,1,0.268412,0.052626,0.00395,0.000712,0.001316,0.002315,0.006087,0.014548,0.205078,0.290586,0.53741,1,0.472013,0.155932,0.009432,0.003692,0.009003,0.085166,0.088919,0.015751,0.118283,0.036541,0.039214,0.029593,0.027048,0.021572,0.014011,0.00869,0.043613,0.428509,1,0.237036,0.018035,0.002051,0.001092,0.001263,0.001972,0.023563,0.038266,0.008886,0.054598,0.294508,1,0.595084,0.049514,0.01209,0.00419,0.001509,0.001483,0.016948,0.04633,0.014885,0.052648,0.204258,0.783121,1,0.124413,1,0.640435,0.096411,0.015729,0.012573,0.028462,0.021593,0.064738,0.232609,0.964453,0.88761,0.457894,0.835109,1,0.474758,0.072695,0.006793,0.017833,0.02102,0.084024,0.267711,0.960567,0.435838,0.270329,0.166484,0.314245,0.395853,0.076518,0.002386,0.006527,0.012217,0.050715,0.32378,1,0.339952,0.069475,0.237342,0.303156,0.200182,0.048193,0.00425,0.009182,0.020568,0.09249,0.505439,1,0.538195,0.206001,0.316044,0.02896,0.013386,0.010819,0.003635,0.00165,0.00198,0.003799,0.010513,0.064593,0.569446,1,0.377674,0.012405,0.004255,0.006677,0.001815,0.000606,0.000374,0.000565,0.00109,0.010062,0.319351,1,2301.721275,2240.645344,2331.339498,2421.02554,2302.527358,2179.727174,2153.285453,2229.747785,2262.979892,2235.15288,2202.522812,2214.170858
Jynx_torquilla,0.002022,0.002748,0.007379,0.005502,0.006009,0.01128,0.153311,1,0.27672,0.030938,0.008604,0.00382,0.001117,0.002538,0.009894,0.00341,0.002018,0.004957,0.141954,1,0.248889,0.040724,0.005318,0.002121,0.001815,0.002895,0.008774,0.003709,0.001501,0.002384,0.068303,0.484016,1,0.374888,0.014206,0.003135,0.000935,0.000688,0.001273,0.004903,0.00184,0.000858,0.003507,0.090096,1,0.283708,0.004032,0.000966,0.000922,0.000506,0.001825,0.009005,0.001973,0.000513,0.000964,0.124335,1,0.18482,0.001207,0.000802,0.001158,0.0006,0.005726,0.014767,0.002077,0.00058,0.00457,0.344909,1,0.099148,0.000953,0.001233,0.002357,0.0021,0.01252,0.015394,0.005103,0.003749,0.029408,0.983069,1,0.172266,0.063305,0.00626,0.001702,0.001553,0.003058,0.003231,0.009006,0.005622,0.012238,0.206075,0.361858,1,0.225328,0.007777,0.000573,0.00053,0.000566,0.002758,0.005039,0.001453,0.001012,0.01658,0.552744,1,0.089557,0.001521,0.000345,0.000498,0.000767,0.005471,0.003942,0.0004,0.000242,0.032299,1,0.74942,0.01617,0.000236,0.000421,0.000636,0.00128,0.009429,0.002954,0.000173,0.000331,0.070902,1,0.354133,0.003702,0.000285,0.000879,0.000616,0.002604,0.012701,0.00266,0.000889,0.002912,0.174224,1,0.158966,0.001537,0.000597,0.001503,0.001339,0.00517,0.015576,0.003549,0.002946,0.009721,0.308469,1,0.109596,0.002265,0.000993,1854.961372,1746.010126,1784.885494,1715.748915,1636.395593,1653.787685,1824.463493,1923.423763,1810.55174,1666.397372,1809.355559,1925.404471
Jynx_torquilla,0.009795,0.027109,0.007779,0.005183,0.012692,0.181672,1,0.203812,0.109199,0.071796,0.016683,0.00756,0.012738,0.027634,0.012398,0.01347,0.020155,0.174168,0.79005,0.255755,1,0.552077,0.044932,0.014708,0.003869,0.004725,0.005326,0.011349,0.009156,0.022771,0.064064,0.197659,1,0.413252,0.018194,0.005033,0.015732,0.018071,0.025048,0.025105,0.027634,0.08112,0.463861,0.811546,1,0.507838,0.048975,0.020082,0.004355,0.015666,0.017604,0.004449,0.005207,0.033855,0.919936,1,0.232796,0.10645,0.010212,0.005499,0.000933,0.017415,0.013034,0.000645,0.000657,0.029124,1,0.774311,0.028459,0.005713,0.000827,0.000607,0.001132,0.021972,0.011018,0.000335,0.000391,0.044362,1,0.501467,0.008733,0.001214,0.000523,0.000313,0.003688,0.034608,0.011663,0.001981,0.002836,0.076662,1,0.353852,0.014172,0.003072,0.001472,0.001155,0.01176,0.04789,0.025455,0.010482,0.014784,0.100832,1,0.665258,0.11394,0.047523,0.014675,0.008441,0.018695,0.044001,0.027682,0.016297,0.019993,0.094987,0.872593,0.735787,1,0.53872,0.062379,0.021638,0.003163,0.005375,0.007124,0.00919,0.00551,0.015323,0.185497,0.618405,1,0.329271,0.015833,0.00425,0.002533,0.006104,0.007376,0.00702,0.00978,0.063617,0.95699,1,0.179068,0.020383,0.003343,0.002685,0.004846,0.007229,0.007113,0.010904,0.020705,0.095214,1,0.838469,0.060755,0.01142,0.006392,0.005369,2141.247697,2200.434782,2000.026273,1830.89318,1871.695415,1994.948518,2060.450015,2012.024403,1890.393343,1768.656496,1813.989204,1792.06409
Jynx_torquilla,0.007635,0.025925,0.010866,0.00591,0.011757,0.171578,1,0.218893,0.138543,0.108651,0.019839,0.007646,0.010719,0.0243,0.013206,0.01325,0.018362,0.133482,0.691006,0.240399,1,0.691886,0.052852,0.014798,0.004288,0.004834,0.005771,0.012227,0.010588,0.020722,0.059298,0.192044,1,0.517012,0.02496,0.005794,0.016978,0.019172,0.028227,0.025874,0.028267,0.077541,0.491068,0.966801,1,0.616626,0.063784,0.022757,0.003314,0.011699,0.016761,0.003478,0.003594,0.020144,0.692486,1,0.181669,0.09141,0.008662,0.004233,0.000776,0.017033,0.017275,0.000767,0.000641,0.020705,0.956668,1,0.036239,0.006387,0.000812,0.000611,0.00094,0.022464,0.015081,0.000442,0.00039,0.033088,1,0.673582,0.01309,0.001561,0.000589,0.000372,0.003555,0.036704,0.016966,0.00269,0.003606,0.059098,1,0.492381,0.022577,0.00445,0.001917,0.001496,0.012973,0.049969,0.034445,0.012123,0.016274,0.085846,1,0.889209,0.160521,0.077171,0.021156,0.010661,0.016723,0.036509,0.028055,0.01502,0.017539,0.069232,0.671349,0.714091,1,0.652831,0.071409,0.02154,0.002635,0.004657,0.007316,0.009167,0.00547,0.012304,0.201798,0.686394,1,0.371648,0.017152,0.003755,0.00282,0.006095,0.008375,0.005943,0.006511,0.048123,0.852847,1,0.17119,0.020984,0.004404,0.003093,0.006636,0.009435,0.012004,0.010536,0.015756,0.088086,1,0.928539,0.080766,0.02011,0.01043,0.007636,2174.957742,2199.830725,1960.399149,1834.122918,1879.116773,2004.649162,2067.007265,2000.243184,1879.459206,1775.353779,1841.594143,1823.924318
Jynx_torquilla,0.025273,0.044007,0.0161,0.024502,0.064654,0.673616,1,0.178335,0.229014,0.097512,0.021746,0.012734,0.013745,0.021951,0.010246,0.015929,0.030084,0.284398,0.466205,0.27114,1,0.262018,0.024143,0.010409,0.004251,0.004714,0.007119,0.012505,0.009909,0.030356,0.076875,0.383081,1,0.195271,0.010245,0.004587,0.016291,0.0241,0.025813,0.025047,0.034568,0.130544,0.810501,0.878863,1,0.308089,0.033272,0.019089,0.003091,0.016294,0.008073,0.002517,0.004173,0.068662,1,0.452241,0.137587,0.03427,0.004678,0.003308,0.001634,0.017668,0.004778,0.000389,0.000615,0.080046,1,0.280264,0.011026,0.00168,0.00055,0.000383,0.003031,0.022612,0.00402,0.000247,0.000661,0.127926,1,0.175265,0.003321,0.000637,0.000464,0.000248,0.008584,0.036444,0.005992,0.00272,0.005103,0.205674,1,0.155572,0.011541,0.002555,0.001659,0.001604,0.014638,0.043867,0.014114,0.00995,0.017577,0.187385,1,0.346533,0.111149,0.041049,0.012087,0.008292,0.016369,0.034364,0.014084,0.013897,0.020433,0.131436,0.742227,0.489222,1,0.280659,0.034346,0.015242,0.00328,0.006459,0.009309,0.009841,0.005008,0.042066,0.446511,1,0.991319,0.161308,0.008057,0.003221,0.002493,0.005983,0.005069,0.004331,0.006046,0.127639,1,0.441178,0.056399,0.006757,0.002147,0.001808,0.004611,0.007374,0.005751,0.007749,0.012893,0.165901,1,0.254843,0.020293,0.007702,0.004483,0.003863,2068.971618,2176.927728,1948.760536,1834.976554,1881.566686,2007.475802,2068.853633,1996.602058,1876.081836,1777.705179,1813.246176,1759.399923
Jynx_torquilla,0.010609,0.034942,0.013446,0.012926,0.027784,0.289736,1,0.202367,0.172208,0.115601,0.02077,0.008707,0.010622,0.023835,0.011746,0.014452,0.021661,0.165359,0.584401,0.212343,1,0.537136,0.039546,0.012435,0.004262,0.00471,0.006024,0.01244,0.010045,0.022544,0.061351,0.227394,1,0.404127,0.018647,0.005379,0.016783,0.020634,0.02822,0.025283,0.028494,0.087424,0.599115,0.960051,1,0.5242,0.051389,0.021632,0.003592,0.015726,0.016953,0.003505,0.004048,0.031641,0.952423,1,0.189504,0.081594,0.007883,0.004417,0.000865,0.017867,0.01281,0.000558,0.000576,0.030092,1,0.741304,0.023509,0.004305,0.000684,0.0005,0.00124,0.022631,0.010707,0.000325,0.00038,0.046959,1,0.474564,0.007842,0.001159,0.000539,0.000315,0.004366,0.036987,0.012806,0.002734,0.003909,0.081393,1,0.365777,0.01888,0.003877,0.001892,0.001547,0.012691,0.047907,0.026482,0.011149,0.015682,0.100726,1,0.698023,0.144714,0.067903,0.018288,0.009743,0.01542,0.034539,0.021895,0.014166,0.01662,0.075347,0.66623,0.58846,1,0.522387,0.055372,0.018523,0.002626,0.004927,0.007739,0.009381,0.005013,0.016545,0.268708,0.78345,1,0.299689,0.01273,0.00338,0.003088,0.007004,0.007406,0.00644,0.007358,0.066542,1,0.873989,0.133861,0.016498,0.003795,0.002815,0.006249,0.009627,0.008732,0.011007,0.015905,0.09962,1,0.64488,0.056065,0.015914,0.007898,0.006096,2114.88232,2188.316689,1947.877312,1835.04051,1881.75843,2007.692296,2068.995061,1996.319075,1875.820886,1777.891511,1818.480309,1786.346228
Jynx_torquilla,0.020454,0.030731,0.012195,0.015799,0.039969,0.558381,1,0.197778,0.256429,0.109928,0.02054,0.010804,0.01177,0.017616,0.009106,0.013556,0.022919,0.234829,0.43651,0.254738,1,0.279363,0.023263,0.009495,0.004456,0.004827,0.007387,0.013007,0.01031,0.029542,0.078372,0.37404,1,0.213433,0.011096,0.004882,0.016554,0.02506,0.026733,0.024745,0.033661,0.128408,0.868293,0.915267,1,0.33001,0.03484,0.019704,0.002875,0.016185,0.008462,0.002299,0.003665,0.061682,1,0.484683,0.127388,0.033225,0.004371,0.003075,0.001502,0.017879,0.005304,0.000373,0.000569,0.072514,1,0.307627,0.010679,0.00168,0.000527,0.000361,0.002827,0.022897,0.004451,0.000247,0.000597,0.116531,1,0.192389,0.003393,0.000678,0.000474,0.000254,0.008193,0.037357,0.006833,0.003033,0.005369,0.18688,1,0.177302,0.013531,0.002906,0.00185,0.001772,0.014323,0.044027,0.015115,0.01014,0.01735,0.171137,1,0.380447,0.127215,0.04888,0.013449,0.008712,0.014836,0.031184,0.013471,0.01319,0.018202,0.110578,0.658923,0.466601,1,0.295272,0.033975,0.014461,0.002876,0.006043,0.009125,0.009419,0.004477,0.040696,0.474139,1,0.938739,0.15907,0.007211,0.002828,0.002847,0.0069,0.005711,0.005364,0.007151,0.115768,1,0.489845,0.061267,0.008522,0.002976,0.002212,0.00601,0.010253,0.007956,0.011051,0.01684,0.154685,1,0.367644,0.038523,0.013011,0.007016,0.00523,2133.690507,2181.540762,1928.810482,1836.395121,1886.078659,2012.405558,2072.124851,1990.076801,1869.989044,1782.225519,1845.395838,1830.025713
